"dcg"
{
	// General Strings
	"OK"											"ОК"
	"DCG_Tooltips_AttributeSummary_Name"	"Атрибуты карты"
	"DCG_Tooltips_AttributeSummary_Desc"	"Информация о модификаторах, действующих на эту карту."

	"DCG_ActionHint_Hero_swap"								"Choose a hero to swap"
	"DCG_ActionHint_Creep_Enemy_move"						"Choose an enemy creep to move"
	"DCG_ActionHint_Unit_Enemy_attack"						"Choose an enemy with the least Health"
	"DCG_ActionHint_Unit_Enemy_move"						"Choose an enemy unit to move"
	"DCG_ActionHint_Hero_Enemy_kill"						"Choose an enemy hero to condemn"
	"DCG_ActionHint_Unit_displace"							"Choose a unit to displace to a random position"

	"DCG_ActionHint_Unit_Hero_Ally_return"					"Choose an allied hero to return"
	"DCG_ActionHint_Unit_Enemy_modify"						"Choose an enemy unit"
	"DCG_ActionHint_Hero_AnyLane"							"<font color=\"gold\">(ANY LANE)</font> Choose a hero"
	"DCG_ActionHint_Hero_Swap_AnyLane"						"<font color=\"gold\">(ANY LANE)</font> Choose a hero to swap"
	"DCG_ActionHint_Hero_swapwith_AnyLane"					"<font color=\"gold\">(ANY LANE)</font> Choose a hero to swap with"
	"DCG_ActionHint_Relative_EnemyAndAlliedNeighbors_Unit"	"Choose an allied or enemy neighbor"
	"DCG_ActionHint_Hero_Ally_move"							"Choose an allied hero to move"
	"DCG_ActionHint_Hero_Ally_move"							"Choose an allied hero to move"
	"DCG_ActionHint_Improvement"							"Choose any tower enchantment"
	"DCG_ActionHint_Hero_takefrom"							"Choose a hero"
	"DCG_ActionHint_CombatPosition_swapwith"				"Choose a position to swap to"
	"DCG_ActionHint_Hero_takefrom"							"Choose a hero"
	"DCG_ActionHint_Hero_move"								"Choose a hero to move"
	"DCG_ActionHint_CombatPosition_Enemy_movetopos"			"Choose a position to move to"
	"DCG_ActionHint_Unit_Enemy_movetopos_AnotherLane"		"Choose an enemy in another lane to move to"
	"DCG_ActionHint_Unit_Enemy_movetopos_AnyLane"		"Choose an enemy in any lane to move to"
	"DCG_ActionHint_Hero_Enemy_modify"						"Choose an enemy hero"
	"DCG_ActionHint_Hero_Ally_swap"							"Choose an ally to swap"
	"DCG_ActionHint_Hero_Ally_swapwith_AnotherLane"			"Choose an ally in another lane to swap with"
	"DCG_ActionHint_CombatPosition_Ally"					"Choose a position"
	"DCG_ActionHint_CombatPosition_Ally_AnyLane"			"Choose a position in any lane"
	"DCG_ActionHint_CombatPosition_summon"					"Choose a position"
	"DCG_ActionHint_Creep_Ally_kill"						"Choose one of your creeps to slay"
	"DCG_ActionHint_Relative_EnemyAndAlliedNeighbors_Hero"	"Choose a unit"

	"DCG_ActionHint_LaneOnly"							"Choose a <font color=\"gold\">lane</font>"	
	"DCG_ActionHint_ActiveLaneOnly"						"<font color=\"gold\">(ACTIVE LANE ONLY)</font>"
	"DCG_ActionHint_NoValidTargets"						"<font color=\"gold\">(NO VALID TARGETS)</font>"
	"DCG_ActionHint_SelectCreepPosition"				"Choose <font color=\"gold\">combat position</font> for creep"
	"DCG_ActionHint_SelectHeroPosition"					"Choose <font color=\"gold\">combat position</font> for hero"
	"DCG_ActionHint_SelectHeroToEquip"					"Choose allied <font color=\"gold\">hero</font> to equip"
	"DCG_ActionHint_SelectAnotherLane"					"Choose another <font color=\"gold\">lane</font> to move to"
	"DCG_ActionHint_SelectNewCombatTarget"				"Choose <font color=\"gold\">combat target</font> from neighbors"
	"DCG_ActionHint_SelectTargetToAffect_AnyLane"					"<font color=\"gold\">(ANY LANE)</font> Choose {s:target_name} to affect"
	"DCG_ActionHint_SelectTargetToAffect_Verb_AnyLane"				"<font color=\"gold\">(ANY LANE)</font> Choose {s:target_name} {s:target_verb}"
	"DCG_ActionHint_SelectTargetsRelativeToAffect_AnyLane"			"<font color=\"gold\">(ANY LANE)</font> Choose {s:target_name}'s {s:target_relative} to affect"
	"DCG_ActionHint_SelectTargetsRelativeToAffect_Verb_AnyLane"		"<font color=\"gold\">(ANY LANE)</font> Choose {s:target_name}'s {s:target_relative} {s:target_verb}"
	"DCG_ActionHint_SelectRelativeBlockingTargetToAffect_AnyLane"	"<font color=\"gold\">(ANY LANE)</font> Choose {s:target_relative} blocking {s:target_name} to affect"
	"DCG_ActionHint_SelectALaneToModify_AnyLane"					"<font color=\"gold\">(ANY LANE)</font> Choose a <font color=\"gold\">lane</font> to modify"
	"DCG_ActionHint_SelectALaneToModify"							"Choose a <font color=\"gold\">lane</font> to modify"
	"DCG_ActionHint_SelectALaneToDeployInto"						"<font color=\"gold\">(ANY LANE)</font> Choose a <font color=\"gold\">lane</font> to deploy into"
	"DCG_ActionHint_SelectALaneToSummonInto_AnyLane"				"<font color=\"gold\">(ANY LANE)</font> Choose a <font color=\"gold\">lane</font> to summon into"
	"DCG_ActionHint_SelectHeroToReplace"							"<font color=\"red\">Replace</font> this Hero"
	"DCG_ActionHint_SelectCreepToReplace"							"<font color=\"red\">Replace</font> this Creep"
	"DCG_ActionHint_SelectHeroToDevour"							"<font color=\"gold\">Devour</font> this Hero"
	"DCG_ActionHint_SelectCreepToDevour"							"<font color=\"gold\">Devour</font> this Creep"
	"DCG_ActionHint_SelectHeroToBounce"							"<font color=\"gold\">Bounce</font> this Hero"

	"DCG_ActionHint_CombatPosition_Ally_movetopos"				"Choose <font color=\"gold\">combat position</font> to move to"
	"DCG_ActionHint_CombatPosition_Ally_summontopos"			"Choose <font color=\"gold\">combat position</font> to summon into"
	"DCG_ActionHint_CombatPosition_movetopos"					"Выберите <font color=\"gold\">позицию</font> для перемещения"
	"DCG_ActionHint_CombatPosition_movetopos_AnyLane"			"<font color=\"gold\">(ЛЮБАЯ ЛИНИЯ)</font> Выберите <font color=\"gold\">позицию</font> для перемещения"

	"DCG_ActionHint_CombatPosition_movetopos_AnotherLane"				"<font color=\"gold\">(ANOTHER LANE)</font> Choose <font color=\"gold\">combat position</font> to move to"
	"DCG_ActionHint_CombatPosition_Ally_movetopos_ThisOrAdjacentLane"	"<font color=\"gold\">(SAME OR ADJACENT LANE)</font> Choose <font color=\"gold\">combat position</font> to move to"
	"DCG_ActionHint_CombatPosition_Ally_movetopos_AdjacentLane"			"<font color=\"gold\">(ADJACENT LANE)</font> Choose <font color=\"gold\">combat position</font> to move to"
	"DCG_ActionHint_CombatPosition_movetopos_ThisOrAdjacentLane"		"<font color=\"gold\">(ADJACENT LANE)</font> Choose <font color=\"gold\">combat position</font> to move to"

	"DCG_ActionHint_CombatPosition_Ally_movetopos_AnyLane"		"<font color=\"gold\">(ANY LANE)</font> Choose <font color=\"gold\">combat position</font> to move to"
	"DCG_ActionHint_CombatPosition_Ally_swapwith"				"Choose a <font color=\"gold\">combat position</font> to swap to"
	"DCG_ActionHint_CombatPosition_Enemy_swapwith"				"Choose a <font color=\"gold\">combat position</font> to swap to"
	"DCG_ActionHint_CombatPosition_swapwith_ThisOrAdjacentLane"			"<font color=\"gold\">(ADJACENT LANE)</font> Choose <font color=\"gold\">combat position</font> to swap to"
	"DCG_ActionHint_Creep_Ally_swap"							"Сначала выберите союзного <font color=\"gold\">крипа</font> , чтобы поменять его местами с другим существом"
	"DCG_ActionHint_Creep_Enemy_control"						"Choose enemy <font color=\"gold\">creep</font> to control"
	"DCG_ActionHint_Creep_Enemy_swapwith"						"Choose enemy <font color=\"gold\">creep</font> to swap with"
	"DCG_ActionHint_Creep_kill"									"Выберите <font color=\"gold\">крипа</font> на заклание"
	"DCG_ActionHint_Creep_modify_AnyLane"						"<font color=\"gold\">(ЛЮБАЯ ЛИНИЯ)</font> Выберите <font color=\"gold\">крипа</font> для изменения"
	"DCG_ActionHint_Creep_move"								"Выберите <font color=\"gold\">крипа</font> для перемещения"
	"DCG_ActionHint_Creep"										"Выберите <font color=\"gold\">крипа</font>"
	"DCG_ActionHint_Hero"										"Выберите <font color=\"gold\">героя</font>"
	"DCG_ActionHint_Hero_Ally"									"Choose allied <font color=\"gold\">hero</font>"
	"DCG_ActionHint_Hero_Enemy"									"Choose enemy <font color=\"gold\">hero</font>"
	"DCG_ActionHint_Hero_Ally_AnyLane"							"<font color=\"gold\">(ANY LANE)</font> Choose allied <font color=\"gold\">hero</font>"
	"DCG_ActionHint_Hero_Ally_modify"							"Choose allied <font color=\"gold\">hero</font> to modify"
	"DCG_ActionHint_Hero_Ally_move"								"Choose allied <font color=\"gold\">hero</font> to move"
	"DCG_ActionHint_Hero_Ally_return"							"Choose allied <font color=\"gold\">hero</font> to return"
	"DCG_ActionHint_Hero_Ally_kill"								"Choose allied <font color=\"gold\">hero</font> to condemn"
	"DCG_ActionHint_Hero_deploy"								"Choose <font color=\"gold\">hero</font> deploy"
	"DCG_ActionHint_Hero_Enemy_move"							"Choose enemy <font color=\"gold\">hero</font> to move"
	"DCG_ActionHint_Hero_kill"									"Choose <font color=\"gold\">hero</font> to condemn"
	"DCG_ActionHint_Hero_modify"								"Choose <font color=\"gold\">hero</font> to modify"
	"DCG_ActionHint_Hero_purge"									"Choose <font color=\"gold\">hero</font> to purge"
	"DCG_ActionHint_Improvement_Ally_kill"						"Choose allied <font color=\"gold\">tower enchantment</font> to condemn"
	"DCG_ActionHint_Improvement_Enemy"							"Choose enemy <font color=\"gold\">tower enchantment</font>"
	"DCG_ActionHint_Improvement_Enemy_kill"						"Choose enemy <font color=\"gold\">tower enchantment</font> to condemn"
	"DCG_ActionHint_Improvement_kill"							"Choose <font color=\"gold\">tower enchantment</font> to condemn"
	"DCG_ActionHint_Improvement_kill_AnyLane"					"<font color=\"gold\">(ANY LANE)</font> Choose <font color=\"gold\">tower enchantment</font> to condemn"
	"DCG_ActionHint_Improvement_move"							"Choose <font color=\"gold\">tower enchantment</font> to move"
	"DCG_ActionHint_Relative_BlockingUnit_Hero_Ally"			"Choose <font color=\"gold\">unit</font> blocking allied <font color=\"gold\">hero</font>"
	"DCG_ActionHint_Relative_BlockingUnit_Hero_Ally_damage"		"Choose <font color=\"gold\">unit</font> blocking allied <font color=\"gold\">hero</font> to damage"
	"DCG_ActionHint_Tower_kill_AnyLane"							"<font color=\"gold\">(ANY LANE)</font> Choose <font color=\"gold\">tower</font> to condemn"
	"DCG_ActionHint_Unit"										"Choose <font color=\"gold\">unit</font>"
	"DCG_ActionHint_Unit_affect"								"Choose <font color=\"gold\">unit</font> to affect"
	"DCG_ActionHint_Unit_Ally"									"Choose allied <font color=\"gold\">unit</font>"
	"DCG_ActionHint_Unit_Ally_AnyLane"							"<font color=\"gold\">(ANY LANE)</font> Choose allied <font color=\"gold\">unit</font>"
	"DCG_ActionHint_Unit_Ally_AnotherLane"						"<font color=\"gold\">(ANOTHER LANE)</font> Choose allied <font color=\"gold\">unit</font>"
	"DCG_ActionHint_Unit_Ally_heal"								"Choose allied <font color=\"gold\">unit</font> to heal"
